"_","Id","LearningCourse","LearningCourse.Name","LearningCourse.Description","LearningCourse.CourseLearningOutcomes__c","LearningCourse.CourseCode__c","LearningCourse.ParentProvider__c","AcademicSession","AcademicSession.Name"
"[CourseOffering]","0P0Vg000000044AKAQ","[LearningCourse]","Corporate Finance","This is an introductory course on corporate finance. The course will focus on how corporations structure funds,
manage internal finances, and evaluate investment projects. Other topics covered will be the time value of money,
valuation of stocks and bonds, capital market theories, the cost of capital and corporate cash management.","<p>Upon completion of this course, students will be able to:</p><ul><li>Appreciate the role of finance and financial planning in a corporation;</li><li>Understand and be able to make present value and future value calculations;</li><li>Comprehend the role and use of corporate capital budgeting and investment decision making;</li><li>Understand basic theories of the risk and return relation and be able to analyze the company risk;</li><li>Understand the implications of capital structure and costs of capital;</li><li>Comprehend the role of mergers and acquisitions including price reaction and synergy effect;</li><li>Appreciate the effect of financial derivatives in corporations’ lives.</li></ul>","FIN304","School of Business","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044BKAQ","[LearningCourse]","Marketing Research","This advanced course describes the role of marketing research in the current marketing environment and in
marketing-oriented organizations, and its applications, concepts, methodologies, techniques, and terminologies.
Designed to make the student a knowledgeable marketing research consumer, and a beginning practitioner, it
demonstrates how research contributes to the effectiveness of marketing, advertising, sales, and product design
and development. In particular, the course illustrates the importance of market research for successful decision-
making concerning the final consumer / customer – B2C, as well as in B2B.
The course details the stages of the market research process, starting with the definition of the problem, brief
setting, and proposal evaluation, through data collection, analysis, and interpretation, to presentation of research
findings, and the application of findings and analysis in management decision making. The focus is on qualitative
(exploratory) research techniques, quantitative research execution, and the latest developments in technology.
New internet related market research techniques are described.","<p>Upon completion of this course, students will be able to:</p><ul><li>Comprehend and have a clear understanding of the relationship between market research and decision making;</li><li>Comprehend and have a clear understanding of the processes used in formulating and conducting market research projects;</li><li>Place in context and lend perspective to the market conditions under which research may be undertaken, and the impact of these conditions on the type of research to be conducted, including methodologies and project management;</li><li>Comprehend and have a clear understanding of the range of qualitative and quantitative techniques and methods available in marketing research, including applicability and limitations;</li><li>Comprehend and have a clear understanding of how to design a market research to obtain actionable information as a decision support and be able to make a Request for proposal for a market research project;</li><li>Place in context and lend perspective to the language of marketing research as it is used by practitioners and businesspeople;</li><li>Place in context and lend perspective to some of the more common qualitative and quantitative techniques, including proposal / survey construction, data collection / fieldwork and analysis and reporting.</li></ul>","MKT375","School of Business","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044CKAQ","[LearningCourse]","Introduction to Macroeconomics","As an introduction to macroeconomic theory, this course employs standard macroeconomic approaches and looks
at the economy as a whole to gain an understanding of how it works. The course introduces the main
macroeconomics concepts and topics: GDP, economic growth, national income, unemployment, inflation, the role
of government, fiscal policy, the role of central banks and monetary policy, international monetary arrangements,
bubbles and crashes. Students will learn why some countries are rich while others are not, what causes
unemployment or what the effects of inflation are. In addition, the course includes research concerning capitalist
economies since the recent world-wide economic crash.","<p>Upon completion of this course, students will be able to:</p><ul><li>Discuss and analyse macroeconomic events using standard economic concepts such as demand and supply;</li><li>Connect fluctuations in inflation, unemployment and economic growth;</li><li>Understand the goals, tools and limitations of fiscal and monetary policies;</li><li>Understand the basic working of financial markets;</li><li>Realize the international linkages between economies;</li><li>Realize the existence of different historical schools of economic thought and the differences between them;</li><li>Understand the main macroeconomic statistics, be able to work with the data and produce simple macroeconomic analyses.</li></ul>","ECO110","School of Business","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044DKAQ","[LearningCourse]","Business Information Systems","This course requires a basic familiarity with personal computers from the point of view of a user. It will provide
the students with knowledge how business information systems work, why they are necessary in today’s business
and what profits they can bring if used in a correct and effective way. The course will consist of two parts,
theoretical and practical. The theoretical part will provide the background for some practical experiment with
office automation software.","<p>Upon completion of this course, students will be able to:</p><ul><li>Comprehend and have a clear understanding of the differences between data and information, spreadsheets and databases, traditional file systems and modern DBMS;</li><li>Understand how business information systems work, why they are necessary in today’s business and what profits they can bring if used in a correct and effective way;</li><li>Understand the social and ethical issues related to the use of IS;</li><li>Design and implement a simple database in MS Office Base or Microsoft Access;</li><li>Understand the security threats of modern IT;</li><li>Understand methods of data capture, data validation and data protection.</li></ul>","CIS301","School of Business","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044EKAQ","[LearningCourse]","Taxation","This course aims at introducing the topic of Taxation, under various aspects. Lectures will focus on the purpose of
Taxation, on the financial needs of the Public Administration and on the different taxation principles, techniques
and methods. Students are expected to develop a critical understanding of the various tax policies in terms of
redistribution of wealth, welfare and economic growth.","<p>Upon completion of this course, students will be able to:</p><ul><li>Know the presuppositions, purposes of taxation policies;</li><li>Understand tax systems and policies developed by various authorities;</li><li>Compare different tax systems in various countries or in the same country during different periods;</li><li>Conduct some research in the area of taxation;</li><li>Know the ethics of Taxation.</li></ul>","ACC312","School of Business","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044FKAQ","[LearningCourse]","Auditing","This course aims at introducing students to understand the function, techniques and challenges of the activity of
Auditors. A particular emphasis will be put on the ethical and legal challenges faced by Auditors. The course is
thought to be inter-active and will focus on a comparative inter-country perspective, constantly enriched by real
case analysis.","<p>Upon completion of this course, students will be able to:</p><ul><li>Familiar with the presuppositions, purposes of auditing;</li><li>Able to understand the various auditing techniques;</li><li>Able to assess the ethical and legal implications of the work of the auditors;</li><li>Able to compare different auditing systems (mostly of USA and selected EU countries);</li><li>Able to conduct some research in the area of auditing.</li></ul>","ACC310","School of Business","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044GKAQ","[LearningCourse]","Computer Information Systems","The purpose of the course is to introduce students to the basic features and uses of computer and information
systems. The course starts with an introduction to the origins of computing, move into the technical foundations
of computing, continue with a discussion of hardware, software, and operating systems. The bulk of the class,
however, relates to the introduction to and use of popular software applications which will be useful to the students
in their academic and professional careers.","<p>Upon completion of this course, students will be able to:</p><ul><li>Comprehend and have a clear understanding of the way how various types of data are represented in computers;</li><li>Understand the function of basic hardware components of personal computers;</li><li>Understand the role of various types of software;</li><li>Understand the strategies of how to select or configure the most appropriate new computer (desktop and laptop) according to the student’s needs;</li><li>Compare technical characteristics of personal computers in commercial advertisements;</li><li>Understand various types of networks and their basic technical characteristics;</li><li>Understand the basic issues related to computer technology;</li><li>Analyze a problem in the spreadsheet table;</li><li>Create and present a short presentation on a given topic;</li><li>Understand the concepts of writing a longer document (thesis, research paper etc.) and exploiting styles and templates.</li></ul>","CIS161","School of Business","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044HKAQ","[LearningCourse]","Managerial Accounting","This course deals with the presentation of information on which cost conscious management decisions will be
made. Management accounting teaches how to decide the amount of funding needed for a given project. It also
covers areas like budgetary control and standard costing.","<p>Upon completion of this course, students will be able to:</p><ul><li>Comprehend and have a clear understanding of terms and concepts using in business decision-making;</li><li>Understand and analyze how accounting information is prepared and how it is used in making management decisions;</li><li>Prepare cost reports for different production systems;</li><li>Evaluate the consequences of different business decisions using differential analysis;</li><li>Produce the Master Budget of the company and interpret the differences between planned and actual performance.</li></ul>","ACC263","School of Business","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044IKAQ","[LearningCourse]","International Business","The course is thought of as an overview of International Business, intended as the study of cross-border economic
transactions carried out by companies. This course is thought to present the nature and role of the Multi-National
Enterprise (MNE), as well as the factors which contribute to the success of the worldwide operations of MNEs.
Theories and especially practices related to International Business operations will be discussed. In particular,
consistently with a trend dominating the recent literature, a particular emphasis will be put on the examination of
the institutional (legal and socio-cultural) environment surrounding International Business activities. Real life case
studies will be widely used throughout the whole course.","<p>Upon completion of this course, students will be able to:</p><ul><li>Be familiar with the activities of Multi-National Enterprises;</li><li>Know the advantages and disadvantages of the various foreign market entry-modes;</li><li>Understand the challenges of a foreign market;</li><li>Be familiar with the Ownership, Location and Internalization Advantages of a foreign market;</li><li>Understand the challenges of the legal environment where MNEs operate;</li><li>Understand the challenges of the social environment where MNEs operate.</li></ul>","MGT325","School of Business","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044JKAQ","[LearningCourse]","Brand Management","The aim of the course is to equip students with theoretical and practical knowledg enecessary for a successful and
efficient management of brands. It provides the framework for the analysis of the main factors determining success
of a brand in the market and introduces techniques and tools necessary for management of brands, such as:
development of vision for the brand, identify the correct market niche, design a communication and marketing
strategy and implement it. The class will cover also the following topics: brand building, evaluation of brand
definition, brand positioning, strength and profitability; evaluate brand’s maturity and repositioning of mature
brands, rebranding topics, the link between brand and image of the corporation, corporate identity.","<p>Upon completion of this course, students will be able to:</p><ul><li>Explain the role of the brand in today&#39;s economy;</li><li>Describe the purpose and methods of effectively managing brands including how to build brand equity and establish brand identity;</li><li>Formulate effective brand strategies for consumer and business goods and services;</li><li>Demonstrate the ability to conduct a critical brand audit, including recommendations for changes and improvement in brand management.</li></ul>","MKT320","School of Business","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044KKAQ","[LearningCourse]","Introduction to Marketing","This is an examination of the overall marketing system from the marketing decision-maker’s viewpoint. The course
emphasizes the 7Ps: Product, Place (distribution), Price, Promotion, People, Physical Evidence, and Processes as
well as planning, research, and organization required to implement marketing concepts, including Segmentation,
Targeting, Differentiation, and Positioning (STDP). We examine the marketing of consumer and industrial
products and services, profit and not-for-profit institutions, and public and private institutions. Also, we study the
managerial, economic, social, and legal implications of marketing activities, policies, and strategies. Upon
successful completion of this course, students will understand and know how to apply key marketing theory and
concepts. All theory concerning marketing strategy and marketing research as well as the main promotional mix
tools, will be applied in practice. It will be emphasized that each student will definitely come into contact with
marketing at multiple points in their life and that understanding this field will be their benefit even though he or
she may not use it directly in their field of work. The course emphasizes the 7Ps of the Extended (or Services)
Marketing Mix as well as the planning, research, and organization required to implement marketing concepts. New
trends within the marketing sphere will also be assessed through specific case study analysis and guest speakers.
During the final part of the term, an outline of International Marketing and Strategic Marketing will be discussed.
Because of the recent dramatic changes in the way marketing is conducted through the Internet and social media,
a significant portion of the course will be spent on the use of the Internet and social media. We will attempt to
balance old and new perspectives through case studies and real-life marketing applications.","<p>Upon completion of this course, students will be able to:</p><ul><li>Demonstrate an understanding of the overall marketing system from the marketing decision-maker’s viewpoint;</li><li>Analyze and demonstrate an understanding of the core marketing strategy principles (segmentation, targeting, differentiation, and positioning, STDP);</li><li>Understand the extended marketing mix, and how this reflects the changing marketing convergence of traditional and social media;</li><li>Articulate and demonstrate an understanding of the “4P”’s product, price, promotion, place (distribution), as well as the planning, research, and organization required to implement marketing concepts;</li><li>Understand the addition of the 5th “P”, People and how this reflects the changing marketing convergence of traditional and social media;</li><li>Understand the addition of the 6th and 7th “Ps”, Physical Evidence, and Processes and how these reflect the increasing importance of marketing Services and Experiences;</li><li>Understand the managerial, economic, social, and legal implications of marketing activities, policies, and strategies;</li><li>Understand and prepare an in-depth marketing plan using both traditional and digital methods and platforms;</li><li>Understand and demonstrate an understanding of the new trends in marketing involving the Internet, social media and other platforms and their convergence with traditional forms of marketing;</li><li>Understand and demonstrate an understand of current and future trends in marketing including mobile phone marketing;</li><li>Demonstrate the understanding that marketing is about team work, proper communication and cooperation by actively participating in class discussions, group projects, and by punctually attending classes. Preparation is critical.</li></ul>","MKT248","School of Business","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044LKAQ","[LearningCourse]","Business Mathematics II","Business Math II builds upon and complements what students learned in Business Math I. The focus is on material
that will be useful in future classes and in analytical/business jobs. An emphasis is put on word problems and
practical applications.","<p>Upon completion of this course, students will be able to:</p><ul><li>Work with functions, analyze and describe their behavior;</li><li>Apply linear functions, exponential functions and logarithms, solve exponential equations;</li><li>Understand and apply arithmetic and geometric sequences and their sums;</li><li>Break down optimization problems into choice variables, objective function, and constraints; solve selected types of optimization problems;</li><li>Understand the basics of derivatives and univariate optimization;</li><li>Apply all these concepts to solving word problems and modelling real-life situations.</li></ul>","MTH190","School of Business","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044MKAQ","[LearningCourse]","Project Management","Key concepts and definitions, project life cycle, initiation and definition of a project, planning (task generation,
roles and responsibilities, task interdependence, earned value management, critical path, schedule development,
resource loading, project budget, risk development plan), execution and control of a project.
The students will learn about the principles of projects and project management. They will learn that many of the
things we do every day are “little or large projects”. The students will learn how to decompose complex things
into a set of simple tasks, transform these into a plan, calculate the duration of the project and identify the actions
to do during the execution of the project.","<p>Upon completion of this course, students will be able to:</p><ul><li>Understand basic project management principles and vocabulary;</li><li>Understand main theories and methodologies of project management;</li><li>Apply project management principles in different situations and for solving various problems in the everyday operation of business;</li><li>Able to deconstruct complex things into a set of simple tasks, transform them into a plan, calculate the duration of a project and identify the actions to do during the execution of the project;</li><li>Write a project charter;</li><li>Make a project plan and execute a project.</li></ul>","MGT280","School of Business","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044NKAQ","[LearningCourse]","Introduction to International Relations","This course introduces the student to the history, theories, and practical side of International Relations. Though
the term “International Relations” is often the term of preference to describe these three component areas, it is a
misnomer, as the field covers and is concerned with sub-state, sub-national, supra-state, supra-national, and non-
traditional political actors. These aspects shall also be covered in the course.","<p>Upon completion of this course, students will be able to:</p><ul><li>Understand the history of the development of the field of International Relations;</li><li>Understand the differences and relationships between the most prominent schools of thought in International Relations;</li><li>Understand and be able to use various theories of International Relations to analyze and debate real world events, both past and present;</li><li>Develop academic writing skills, use proper citations for research papers;</li><li>Lead and engage in discussion with peers.</li></ul>","IRS200","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044OKAQ","[LearningCourse]","Humanitarian Law and Criminal Justice","","","POS630","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044PKAQ","[LearningCourse]","Current Issues in Ir from Diplomatic Perspectives","Running complementarily to the Theories of IR, the course attempts to bridge the gap between the IR theoretical
comprehension and the political practice of the current world affairs. The aim of the class is to explore selected
topical issues in global politics from two perspectives. The first one uncovers the inner logic of the actors involved,
their foreign policy making and diplomacy, their underlying assumptions. The other line attempts to achieve a
more detached view by the confrontation of diverse academic interpretations stemming a.o. from various
theoretical standpoints. Students practice an informed academic discussion in both oral and written form. The
seminar debates cover the selected current international issues as well as the theoretical and methodological
reflection.","<p>Upon completion of this course, students will be able to:</p><ul><li>Analyze and discuss the processes, actors, structures and ideas which shape selected issues of the current world politics;</li><li>Apply optics of various IR schools of thought to particular cases of international politics and vice versa, interpret chosen themes/situations from different theoretical positions;</li><li>Identify and discuss ideological/theoretical assumptions underlying political thought of key international actors;</li><li>Practice analytical and writing skills;</li><li>Demonstrate an understanding of the requisite literature and engage in discussion of the subject;</li><li>Think critically about (and get inspired by) the methods used by other authors and use it for one ́s own formulation of the research question, the preferred theoretical position, and the research design.</li></ul>","IRS507","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044RKAQ","[LearningCourse]","Politics I","This course aims to teach the process and structure of political systems, states and governments from a comparative
perspective. Starting from political ideologies, regimes and state institutions, we will move toward the relationship
between the citizen and the state (voting, organization of parties, interest groups). Drawing from comparative case
studies, it is hoped that students will learn to think analytically about how politics function in a variety of settings
and come to appreciate different ways to understand it. Towards this goal, classes will aim to both provide
important background to the topics each week as well as to allow time for discussion of the readings.","<p>Upon completion of this course, students will be able to:</p><ul><li>Understand the basic concepts, structures and theories used in comparative politics;</li><li>Know the ways governments operate, are elected and formed in democratic and autocratic systems;</li><li>Know the role of media and political movements and interest groups in the realm of politics, campaigns and policy formation;</li><li>Critically apply the theoretical concepts onto various data sets within case studies and present their views in an oral presentation or a written essay.</li></ul>","POS101","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044SKAQ","[LearningCourse]","Diplomatic Protocol and International Negotiations","What does a diplomat look like? What should a diplomat know? In a world in which everything seems negotiable,
do we still have protocols? And how to explain that also unrecognized states have their ministries and
ambassadors? This course invites students to critical study of diplomacy as a set of relationships and anetwork of
actors. Engaging analytical lenses from several disciplines including politics/IR, law, and anthropology, we will
explore formats and constellations in which human collectives negotiate their coexistence. Case studies will
include the UN-level migration/refugee and climate pacts/agreements and the EU/EEA (dynamics between
“eastern” and “western” members; Cyprus conflict; Norway). Students will have the opportunity to engage in
discussion with practitioners via guest lecture or site excursion. The sessions will go beyond discussion of readings.
In group presentations and role plays, the students will be able to directly experience situations similar to studied
cases. The goal of the practical training is to strengthen participants’ awareness of key dimensions of negotiations,
including the role of listening, formulating one’s demands in a respectful manner and understanding purposes and
tasks of mediators and international institutions. Practice of speech-writing and speech-making will be ofspecial
interest to the course.","<p>Upon completion of this course, students will be able to:</p><ul><li>Have a stronger command of effective communication skills, in particular learning to understand “the other side” &amp; voice one’s demands in a respectful manner;</li><li>Identify several analytical lenses, through which current scholarship reads practices of diplomacy and negotiations;</li><li>Understand the role of select formal and informal diplomatic institutions and initiatives;</li><li>Have a clear understanding of the role of mediators and intermediaries in contexts of conflict/problematic coexistence.</li></ul>","IRS511","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044TKAQ","[LearningCourse]","Topics in International Relations","This course builds on the knowledge gained in the Introduction to International Relations and International
Relations Research Methods courses by connecting theory with empirical reality through practical cases; the
course also serves as an testing “laboratory” for students to see “how it’s done,” how does theory connect to reality,
before they attempt to do it themselves in their own Theses.
Throughout the course, a range of diverse topics will be covered – from World Wars, Cold War and its aftermath,
through colonization, to European integration, global governance, rise of international norms or role of women in
politics – all addressed through at least two different theoretical lenses for comparison and development of critical
thinking. Research studies on world wars, terrorism, international norms and institutions, women or media political
communication will be the proverbial bread and butter of this course as they best illustrate the application of
theories in particular situations/cases; the goal is to help students understand the logic, structure and process “how
to” get from theoretical assumptions to real-life situation application and results.
Besides supporting the theory-method “backbone” of the International Relations study programme (a string of
prerequisites: 1. Introduction to International Relations 2. International Relations Research Methods 3. Thesis
Seminar 4. Thesis), this course seeks to address older but especially currently discussed topics in the field of
International Relations, foreign policy, security or other interdisciplinary topics. Since this course is intended as
an advanced IR course – seminar format is the preferred choice with the bulk of work focused on cases (analysed
from particular theoretical perspectives), to demonstrate to students their logic and argumentation, work with data,
operationalization of theoretical concepts etc.","<p>Upon completion of this course, students will be able to:</p><ul><li>Pick an appropriate theory for the problem at hand;</li><li>Weigh pros and cons of particular perspective in case studies;</li><li>Understand the structure of research papers and case studies (be able to identify its sections such as literature review, problem justification, theoretical perspective, identify concepts used, identify their “translation” in the given case);</li><li>Start creating their own research designs – monkey see monkey do.</li></ul>","IRS270","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044UKAQ","[LearningCourse]","Moot Court","","","POS206","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044VKAQ","[LearningCourse]","History of the Cold War","The course begins by examining the uneasy alliance that developed in 1941 between the United States, Great
Britain and the Soviet Union against the threat of Nazi Germany and the Axis powers. We will then trace the
deterioration of this alliance after 1945 into hostile camps, and the intensification of superpower conflict in Asia
during the 1950s. The death of Stalin in 1953 brought with it some hope for a relaxation of these tensions. But by
the end of the 1950s and the early 1960s, the Cold War had entered its most dangerous period, with crises in
Europe and the Caribbean (the successive Berlin and Cuban Missile crises) which very nearly resulted in a nuclear
conflagration.
A period of so-called détente followed in the later 60s and the 1970s. But a relaxation in tensions between the two
superpowers was paradoxically characterised by an intensification of conflict on the periphery of the superpowers’
spheres of influence – in South East, the Middle East and Africa. America’s unending war in Vietnam, and the
war fought between the Arab states and Israel in 1973 – almost brought the world economy to the brink of collapse
in the 1970s.
The Cold War would enter another intense phase – the so-called “Second Cold War” – in the late 1970s and early
1980s, almost resulting in the outbreak of nuclear war in 1983. Yet, just at the point where the conflict seemed at
its most intense and irreconcilable, it suddenly and unexpectedly ended with the coming to power in the Soviet
Union of Mikhail Gorbachev and the rapid collapse of the Soviet empire in Eastern Europe in 1989 and of the
Soviet Union itself in 1991.","<p>Upon completion of this course, students will be able to:</p><ul><li>Understand the historical relationship between the United States and the Soviet Union, particularly as it developed after 1945;</li><li>Understand the main rival schools of thought regarding the causes and development of the Cold War – the &quot;Orthodox School,&quot; the &quot;Revisionists,&quot; the &quot;Post-Revisionists&quot; and the &quot;Post-Soviets&quot;;</li><li>Have gained an understanding of some of the more controversial topics relating to the Cold War period, such as the decision to drop the atomic bomb; whether the Soviet;</li><li>Have gained a basic acquaintance with some of the key documentary sources relating to the Cold War;</li><li>Consider the role of great power strategic and economic interests, competing ideologies (capitalism, democracy, imperialism, communism, Pan-Slavism), nationalism, ethnic conflict and anti-colonialism in shaping the Cold War conflict.</li></ul>","IRS251","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044WKAQ","[LearningCourse]","Political Philosophy I","This course introduces the students to the study of political philosophy. We will explore some of the most important
philosophical questions that shape the way we understand and act in the world of politics. We will read selections
from the seminal works of ancient as well as modern political thinkers and tackle such questions as the nature of
the state and political power, the justification of political obligation, or the relation between political and economic
freedom.","<p>Upon completion of this course, students will be able to:</p><ul><li>Comprehend the ideas of the seminal thinkers of Western philosophic tradition studies in the course;</li><li>Understand and analyse the basic concepts, ideas and problems relevant to the study of politics;</li><li>Have improved their analytical, argumentative, and writing skills.</li></ul>","POS201","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044XKAQ","[LearningCourse]","Public International Law","Public international law includes standards and rules generally recognized as binding among nations, although
international organizations and even individuals are becoming important players in this field. International law
governs almost all areas of international relations, including war, diplomacy, trade and human rights, and its main
purpose is to create a consistent and reliable system of cooperation and coexistence. The course offers an
explanation of key concepts such as subjects, sources, the relationship between national and international law and
state responsibility. It also provides an introduction to the most important topics, including the prohibition of the
use of force, humanitarian law, human rights, criminal and trade law. The classes will be interactive and will
provide students with the opportunity to apply the acquired concepts and standards to specific current situations.
Each class will be complemented by case studies of recent international events.","<p>Upon completion of this course, students will be able to:</p><ul><li>Understand the history, theory and structure of international law, including its main actors and sources;</li><li>Identify relevant legal issues and agencies that create and enforce international law;</li><li>Understand the differences and mutual impact of international and national laws and critically evaluate their shortcomings and the political factors in their application;</li><li>Apply the rules of international law to current international disputes and propose legal and politically acceptable solutions;</li><li>Understand fundamentals from various areas of international law, including security, trade, development, humanitarian law and human rights;</li><li>Apply acquired knowledge to analyze complex legal issues and problems;</li><li>Discuss the possibilities for further development of international law;</li><li>Develop compelling communication skills based on legal arguments.</li></ul>","POS246","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044YKAQ","[LearningCourse]","Nations and Nationalism","This course will examine the formation of modern national identities, especially in Europe. After a study of the
different scholarly theories on nationalism, the focus will be on the historical circumstances in which nationalism
emerged and on the different ideological bases that supported the emergence of modern nations. This course will
place emphasis on:
– the birth of the idea of the nation and its consequences from the 16th to the 19th century;
– the question of the multinational states and the unsuccessful attempt to eliminate national tensions by trying to
create nation-states after World War I;
– the National Socialist and Communist stance on nationalism and its consequences;
– the comparison between different concepts of what defines a nation;
– the contemporary significance and importance of nationalism.","<p>Upon completion of this course, students will be able to:</p><ul><li>Have a clear understanding of the complexities inherent to the definition of a nation;</li><li>Understand the birth and the development of some of the world’s oldest and biggest nations;</li><li>Lend perspective to the role played by nationalism in modern history;</li><li>Be able to clearly analyze the development of a modern nation not studied in class and replace it in its historical context and theoretical framework.</li></ul>","POS204","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044ZKAQ","[LearningCourse]","Topics in International Relations","This course builds on the knowledge gained in the Introduction to International Relations and International
Relations Research Methods courses by connecting theory with empirical reality through practical cases; the
course also serves as an testing “laboratory” for students to see “how it’s done,” how does theory connect to reality,
before they attempt to do it themselves in their own Theses.
Throughout the course, a range of diverse topics will be covered – from World Wars, Cold War and its aftermath,
through colonization, to European integration, global governance, rise of international norms or role of women in
politics – all addressed through at least two different theoretical lenses for comparison and development of critical
thinking. Research studies on world wars, terrorism, international norms and institutions, women or media political
communication will be the proverbial bread and butter of this course as they best illustrate the application of
theories in particular situations/cases; the goal is to help students understand the logic, structure and process “how
to” get from theoretical assumptions to real-life situation application and results.
Besides supporting the theory-method “backbone” of the International Relations study programme (a string of
prerequisites: 1. Introduction to International Relations 2. International Relations Research Methods 3. Thesis
Seminar 4. Thesis), this course seeks to address older but especially currently discussed topics in the field of
International Relations, foreign policy, security or other interdisciplinary topics. Since this course is intended as
an advanced IR course – seminar format is the preferred choice with the bulk of work focused on cases (analysed
from particular theoretical perspectives), to demonstrate to students their logic and argumentation, work with data,
operationalization of theoretical concepts etc.","<p>Upon completion of this course, students will be able to:</p><ul><li>Pick an appropriate theory for the problem at hand;</li><li>Weigh pros and cons of particular perspective in case studies;</li><li>Understand the structure of research papers and case studies (be able to identify its sections such as literature review, problem justification, theoretical perspective, identify concepts used, identify their “translation” in the given case);</li><li>Start creating their own research designs – monkey see monkey do.</li></ul>","IRS270","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044aKAA","[LearningCourse]","The Emergence of the Modern Middle East","","","POS370","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044bKAA","[LearningCourse]","Asia in International Relations","","","IRS320","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
"[CourseOffering]","0P0Vg000000044cKAA","[LearningCourse]","Global Migration","In this course, we will analyze the question of migration and migration processes from the late 18th century until
the present, with an emphasis on the post-WWII period and the recent trends. In particular, we will focus on four
topics: (1) theories of migration, (2) the politicization of migration, (3) geography and history of migration, and
(4) migration and integration policies. The theoretical part of the course will deal with concepts explaining
migration as well as some related issues. Among the most topical themes are transnationalism, identity, gender,
and development. Methodologically, we will be applying approaches adopted from political science and sociology.
In geographic terms, our course will cover the world‘s macro regions (Africa, Middle East, South-Eastern Asia
etc.). Particular attention will be paid to Northern America and Europe, including its East Central part. The
discussion of migration and integration policies will be focused on Europe (EU) and the USA. In addition, in the
course we will explore number of specific case studies.","<p>Upon completion of this course, students will be able to:</p><ul><li>Adequately describe migration processes in the world macro-regions in a historical and comparative perspective;</li><li>Identify challenges of migration to the societies involved;</li><li>Interpret the role of migration in the context of globalization and development;</li><li>Apply and discuss explanatory theories of migration;</li><li>Compare the main types of immigration and integration policies in Europe and the USA;</li><li>Discuss the interaction between migration and identity ethnicity;</li><li>Develop the ability of critical reading, analytical thinking as well as participating in academic debate and academic writing appropriate to the undergraduate level;</li><li>Take an active part in a discussion on migration issues with a deep insight.</li></ul>","IRS358","School of International Relations and Diplomacy","[AcademicSession]","2024/25 Spring Term"
